Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Search
MSFT,microsoft,115.91,8.89E+11,,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft,MSFT microsoft oration
AAPL,apple ,186.12,8.78E+11,,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,AAPL apple 
AMZN,amazon,1712.36,8.41E+11,,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn,AMZN amazoncom 
GOOG,alphabet ,1184.46,8.23E+11,,2004,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog,GOOG alphabet 
FB,facebook ,165.98,4.74E+11,,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb,FB facebook 
INTC,intel,54.33,2.44E+11,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc,INTC intel oration
CSCO,cisco ,53.2,2.34E+11,,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco,CSCO cisco systems 
CMCSA,comcast,40.47,1.83E+11,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa,CMCSA comcast oration
PEP,pepsi,115.66,1.62E+11,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/pep,PEP pepsico 
NFLX,netflix ,361.46,1.58E+11,,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx,NFLX netflix 
ADBE,adobe ,257.09,1.26E+11,,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,ADBE adobe 
AMGN,amgen ,191.24,1.19E+11,,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn,AMGN amgen 
PYPL,paypal ,100.73,1.18E+11,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pypl,PYPL paypal holdings 
AVGO,broad,290.29,1.15E+11,,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo,AVGO broadcom 
TXN,texas instruments,110.74,1.04E+11,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn,TXN texas instruments orporated
COST,costco,233.6,1.03E+11,,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost,COST costco wholesale oration
NVDA,nvidia,169.81,1.03E+11,,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda,NVDA nvidia oration
FOX,twenty-first century fox ,51.72,96040391309,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/fox,FOX twenty-first century fox 
SBUX,starbucks,70.67,87885212000,,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux,SBUX starbucks oration
GILD,gilead sciences ,65.63,83711757922,,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gild,GILD gilead sciences 
CHTR,charter communications ,355.92,80207927343,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr,CHTR charter communications 
BKNG,booking holdings ,1752.17,78869946363,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bkng,BKNG booking holdings 
MDLZ,mondelez ,47.8,69031299662,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz,MDLZ mondelez international 
QCOM,qualcomm,56.6,68503302224,,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/qcom,QCOM qualcomm orporated
QQQ,invesco qqq trust series 1,178.35,68450730000,,,,,https://www.nasdaq.com/symbol/qqq,QQQ invesco qqq trust series 1
ADP,automatic data processing ,155.31,67657641873,,,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,ADP automatic data processing 
INTU,intuit ,258.13,66874511941,,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu,INTU intuit 
BIIB,biogen ,329.87,64888326578,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/biib,BIIB biogen 
ISRG,intuitive surgical ,558.21,64395861416,,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg,ISRG intuitive surgical 
TMUS,t-mobile us ,73.46,62457268745,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus,TMUS t-mobile us 
CELG,celgene oration,88.46,62130376376,,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg,CELG celgene oration
CME,cme group ,170.14,60875413312,,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme,CME cme group 
CSX,csx oration,72.81,59386046948,,,Transportation,Railroads,https://www.nasdaq.com/symbol/csx,CSX csx oration
WBA,walgreens boots alliance ,62.63,59087943816,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/wba,WBA walgreens boots alliance 
VRTX,vertex pharmaceuticals orporated,188.09,48086504252,,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrtx,VRTX vertex pharmaceuticals orporated
BIDU,baidu ,170.48,47859944882,280736420,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu,BIDU baidu 
AMOV,america movil sab de cv,14.445,47686306265,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,AMOV america movil sab de cv
TSLA,tesla  ,275.43,47572679164,,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla,TSLA tesla  
ILMN,illumina ,309.84,45546480000,,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/ilmn,ILMN illumina 
REGN,regeneron pharmaceuticals ,414.47,45292116525,,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn,REGN regeneron pharmaceuticals 
MU,micron technology ,39.54,44326190828,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu,MU micron technology 
AABA,altaba ,73.64,41788068843,,,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba,AABA altaba 
MAR,marriott international,122.32,41548292386,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar,MAR marriott international
CTSH,cognizant technology solutions oration,72.13,41481910706,,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh,CTSH cognizant technology solutions oration
WDAY,workday ,186.69,41071800000,,,Technology,EDP Services,https://www.nasdaq.com/symbol/wday,WDAY workday 
ADI,analog devices ,109.39,40289902808,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,ADI analog devices 
KHC,the kraft heinz company,32.09,39131663117,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc,KHC the kraft heinz company
AMAT,applied materials ,40.39,38345967478,,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,AMAT applied materials 
BND,vanguard total bond market etf,80.21,37676483274,,,,,https://www.nasdaq.com/symbol/bnd,BND vanguard total bond market etf
EQIX,equinix ,441.61,37029442760,,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,EQIX equinix 
ATVI,activision blizzard ,44.63,34089905752,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi,ATVI activision blizzard 
FISV,fiserv ,86.24,33803437951,,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv,FISV fiserv 
ADSK,autodesk ,153.28,33569674382,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,ADSK autodesk 
ROST,ross stores ,89.9,33315934918,,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost,ROST ross stores 
EBAY,ebay ,36.3,33210160371,,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay,EBAY ebay 
MNST,monster beverage oration,60.27,32735540146,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst,MNST monster beverage oration
XLNX,xilinx ,124.17,31435360842,,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx,XLNX xilinx 
AMTD,td ameritrade holding oration,54.96,30797577685,,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd,AMTD td ameritrade holding oration
ALXN,alexion pharmaceuticals ,136.09,30411948060,,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,ALXN alexion pharmaceuticals 
EA,electronic arts ,98.98,29653969519,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea,EA electronic arts 
SIRI,sirius xm holdings ,6.17,29224728179,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri,SIRI sirius xm holdings 
XEL,xcel energy ,56.5,29052942292,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/xel,XEL xcel energy 
ORLY,o&#39;reilly automotive ,370.02,29000543212,,1993,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/orly,ORLY o&#39;reilly automotive 
PAYX,paychex ,79.23,28450793874,,1983,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/payx,PAYX paychex 
LRCX,lam research oration,182.39,27831520075,,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx,LRCX lam research oration
NXPI,nxp semiconductors nv,93.38,27340701999,,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi,NXPI nxp semiconductors nv
TEAM,atlassian oration plc,110.27,26410217453,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,TEAM atlassian oration plc
JD,jdcom ,27.93,25801297175,923784360,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd,JD jdcom 
AMD,advanced micro devices ,23.29,25160160962,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,AMD advanced micro devices 
TROW,t rowe price group ,102.44,24202845335,,1986,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow,TROW t rowe price group 
DLTR,dollar tree ,99.86,23763680305,,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr,DLTR dollar tree 
PCAR,paccar ,67.65,23455492386,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/pcar,PCAR paccar 
GOLD,barrick gold oration,13,22775763387,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold,GOLD barrick gold oration
WLTW,willis towers watson public limited company,173.65,22418540246,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/wltw,WLTW willis towers watson public limited company
MELI,mercadolibre ,488.73,22091993279,,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli,MELI mercadolibre 
UAL,united continental holdings ,81.69,21788975765,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual,UAL united continental holdings 
INFO,ihs markit ltd,54.52,21775606233,,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info,INFO ihs markit ltd
VRSN,verisign ,181.62,21742629037,,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn,VRSN verisign 
SBAC,sba communications oration,190.95,21498903348,,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac,SBAC sba communications oration
CTAS,cintas oration,205.55,21488997617,,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas,CTAS cintas oration
VRSK,verisk analytics ,128.43,20999528938,,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk,VRSK verisk analytics 
VCSH,vanguard short-term orate bond etf,79.27,20844048482,,,,,https://www.nasdaq.com/symbol/vcsh,VCSH vanguard short-term orate bond etf
NTRS,northern trust oration,94.92,20739841835,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs,NTRS northern trust oration
MCHP,microchip technology orporated,86.1,20403026853,,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp,MCHP microchip technology orporated
CTRP,ctripcom international ltd,41.67,20289802721,486916312,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp,CTRP ctripcom international ltd
SHY,ishares 1-3 year treasury bond etf,83.8,20254460000,,,,,https://www.nasdaq.com/symbol/shy,SHY ishares 1-3 year treasury bond etf
ALGN,align technology ,252.33,20183711929,,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,ALGN align technology 
ULTA,ulta beauty ,338.41,20071822989,,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta,ULTA ulta beauty 
CHKP,check point software technologies ltd,125.64,19981118200,,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp,CHKP check point software technologies ltd
KLAC,kla-tencor oration,119.62,19577486245,,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac,KLAC kla-tencor oration
SHV,ishares short treasury bond etf,110.46,19396776000,,,,,https://www.nasdaq.com/symbol/shv,SHV ishares short treasury bond etf
LBTYA,liberty global plc,26.03,19316979510,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya,LBTYA liberty global plc
VCIT,vanguard intermediate-term orate bond etf,85.71,19108101604,,,,,https://www.nasdaq.com/symbol/vcit,VCIT vanguard intermediate-term orate bond etf
SPLK,splunk ,127.32,18815735634,,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk,SPLK splunk 
CERN,cerner oration,57.91,18783740182,,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern,CERN cerner oration
LULU,lululemon athletica ,141.79,18773562451,,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu,LULU lululemon athletica 
IDXX,idexx laboratories ,216.21,18595470986,,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/idxx,IDXX idexx laboratories 
FITB,fifth third ban,28.32,18368757457,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb,FITB fifth third ban
INCY,yte oration,84.8,18151297960,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/incy,INCY yte oration
EXPE,expedia group ,121.56,17892453354,,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe,EXPE expedia group 
FAST,fastenal company,62.28,17821936557,,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast,FAST fastenal company
NTES,netease ,242.35,17743053253,73212516,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes,NTES netease 
IAC,iac/interactive,210.05,17597107630,,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/iac,IAC iac/interactive
DVY,ishares select dividend etf,99.18,17287074000,,,,,https://www.nasdaq.com/symbol/dvy,DVY ishares select dividend etf
EMB,ishares jp morgan usd emerging markets bond etf,109.04,17250128000,,,,,https://www.nasdaq.com/symbol/emb,EMB ishares jp morgan usd emerging markets bond etf
CDNS,cadence design systems ,60.99,17100681150,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cdns,CDNS cadence design systems 
CSGP,costar group ,469.13,17100646539,,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp,CSGP costar group 
BMRN,biomarin pharmaceutical ,94.53,16861524255,,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmrn,BMRN biomarin pharmaceutical 
FANG,diamondback energy ,102.39,16831024038,,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang,FANG diamondback energy 
NTAP,netapp ,68.06,16809102642,,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap,NTAP netapp 
LBRDA,liberty broadband oration,92.27,16734096796,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda,LBRDA liberty broadband oration
SNPS,synopsys ,109.17,16254957106,,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps,SNPS synopsys 
GRMN,garmin ltd,83.25,15772663049,,2000,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/grmn,GRMN garmin ltd
SSNC,ss&c technologies holdings ,62.21,15682879407,,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc,SSNC ss&c technologies holdings 
MBB,ishares mbs etf,105.54,15598812000,,,,,https://www.nasdaq.com/symbol/mbb,MBB ishares mbs etf
MTCH,match group ,55,15314690270,,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch,MTCH match group 
DISH,dish network oration,32.57,15238987254,,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish,DISH dish network oration
ANSS,ansys ,180.38,15110762335,,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,ANSS ansys 
ABMD,abiomed ,333.23,15023943133,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd,ABMD abiomed 
BPR,brookfield property reit ,19.98,14851749244,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bpr,BPR brookfield property reit 
MXIM,maxim integrated products ,54.14,14801786128,,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim,MXIM maxim integrated products 
SYMC,symantec oration,23.02,14714778171,,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc,SYMC symantec oration
SWKS,skyworks solutions ,83.76,14579656927,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks,SWKS skyworks solutions 
PFG,pripal financial group ,52.17,14519624999,,2001,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/pfg,PFG pripal financial group 
MYL,mylan nv,28.09,14493033983,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl,MYL mylan nv
HBAN,huntington bancshares orporated,13.75,14450628431,,,Finance,Major Banks,https://www.nasdaq.com/symbol/hban,HBAN huntington bancshares orporated
CDW,cdw oration,97.82,14385330455,,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw,CDW cdw oration
DISCA,discovery ,27.43,14372718186,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca,DISCA discovery 
PFF,ishares preferred and ome securities etf,36.63,14272879500,,,,,https://www.nasdaq.com/symbol/pff,PFF ishares preferred and ome securities etf
FTNT,fortinet ,83.26,14206959447,,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt,FTNT fortinet 
AAL,american airlines group ,31.43,14113815874,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,AAL american airlines group 
WDC,western digital oration,48.1,13989930118,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc,WDC western digital oration
CINF,cinnati financial oration,85.62,13950742912,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf,CINF cinnati financial oration
IEP,icahn enterprises lp,72.53,13880383201,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/iep,IEP icahn enterprises lp
HOLX,hologic ,47.63,13875322352,,1990,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/holx,HOLX hologic 
NDAQ,nasdaq ,83.55,13820574141,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq,NDAQ nasdaq 
IXUS,ishares core msci total international stock etf,58.33,13736715000,,,,,https://www.nasdaq.com/symbol/ixus,IXUS ishares core msci total international stock etf
VIA,viacom ,33.86,13647964286,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/via,VIA viacom 
DXCM,dexcom ,151,13590266817,,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm,DXCM dexcom 
CPRT,copart ,59.03,13470994631,,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt,CPRT copart 
STX,seagate technology plc,47.68,13314542208,,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx,STX seagate technology plc
CTXS,citrix systems ,100.88,13288502033,,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs,CTXS citrix systems 
IEF,ishares 7-10 year treasury bond etf,105.09,13262358000,,,,,https://www.nasdaq.com/symbol/ief,IEF ishares 7-10 year treasury bond etf
MRVL,marvell technology group ltd,20.14,13240036000,,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl,MRVL marvell technology group ltd
ACGL,arch capital group ltd,32.87,13231150253,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,ACGL arch capital group ltd
ASML,asml holding nv,192.81,13082597336,67852276,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,ASML asml holding nv
EXPD,expeditors international of washington ,76.01,13048603104,,,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd,EXPD expeditors international of washington 
SIVB,svb financial group,246.21,12961489827,,,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb,SIVB svb financial group
BNDX,vanguard total international bond etf,55.3,12514948254,,,,,https://www.nasdaq.com/symbol/bndx,BNDX vanguard total international bond etf
WYNN,wynn resorts limited,115.79,12463107134,,2002,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynn,WYNN wynn resorts limited
CHRW,ch robinson worldwide ,89,12179980190,,1997,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw,CHRW ch robinson worldwide 
NCLH,norwegian cruise line holdings ltd,55.55,12094782345,,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh,NCLH norwegian cruise line holdings ltd
ETFC,e*trade financial oration,49.02,12074217475,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc,ETFC e*trade financial oration
SGEN,seattle genetics ,74.62,11981079281,,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen,SGEN seattle genetics 
EXAS,exact sciences oration,95.2,11972438346,,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas,EXAS exact sciences oration
ODFL,old dominion freight line ,147.11,11937533552,,1991,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/odfl,ODFL old dominion freight line 
AKAM,akamai technologies ,72.47,11828009658,,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,AKAM akamai technologies 
YNDX,yandex nv,35.98,11671835147,,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx,YNDX yandex nv
ZBRA,zebra technologies oration,211.4,11388223066,,1991,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra,ZBRA zebra technologies oration
JBHT,jb hunt transport services ,103.3,11232716800,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht,JBHT jb hunt transport services 
LNT,alliant energy oration,47.4,11189930115,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt,LNT alliant energy oration
VXUS,vanguard total international stock etf,52.33,11069562550,,,,,https://www.nasdaq.com/symbol/vxus,VXUS vanguard total international stock etf
XRAY,dentsply sirona ,49.09,10957778394,,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray,XRAY dentsply sirona 
HAS,hasbro ,86.72,10913058998,,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/has,HAS hasbro 
IONS,ionis pharmaceuticals ,78.54,10869759599,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions,IONS ionis pharmaceuticals 
CBOE,cboe global markets ,97.06,10853127875,,2010,,,https://www.nasdaq.com/symbol/cboe,CBOE cboe global markets 
TSCO,tractor supply company,89.46,10849690192,,1994,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco,TSCO tractor supply company
PTC,ptc ,91.2,10818848064,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ptc,PTC ptc 
JKHY,jack henry & associates ,137.24,10591718094,,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy,JKHY jack henry & associates 
TTWO,take-two interactive software ,93.55,10586299300,,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo,TTWO take-two interactive software 
ULTI,the ultimate software group ,332,10517818764,,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti,ULTI the ultimate software group 
UBNT,ubiquiti networks ,144.89,10217945041,,2011,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt,UBNT ubiquiti networks 
TLT,ishares 20+ year treasury bond etf,121.75,10202650000,,,,,https://www.nasdaq.com/symbol/tlt,TLT ishares 20+ year treasury bond etf
TRMB,trimble ,39.76,10000205427,,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb,TRMB trimble 
ALNY,alnylam pharmaceuticals ,91.43,9715191798,,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,ALNY alnylam pharmaceuticals 
AGNC,agnc investment ,18,9654103656,,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,AGNC agnc investment 
SCZ,ishares msci eafe small-cap etf,57.72,9535344000,,,,,https://www.nasdaq.com/symbol/scz,SCZ ishares msci eafe small-cap etf
MKTX,marketaxess holdings ,233.44,9474230798,,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx,MKTX marketaxess holdings 
DOCU,docusign ,56.47,9331705053,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu,DOCU docusign 
DBX,dropbox ,22.31,9175519348,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx,DBX dropbox 
SRPT,sarepta therapeutics ,128.36,9151057678,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt,SRPT sarepta therapeutics 
FFIV,f5 networks ,153.69,9135538469,,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv,FFIV f5 networks 
TTD,the trade desk ,207,9123240168,,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd,TTD the trade desk 
ERIE,erie indemnity company,173.25,9059219631,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie,ERIE erie indemnity company
VOD,vodafone group plc,19.04,9028258756,474173254,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vod,VOD vodafone group plc
STNE,stoneco ltd,32.51,9007647424,,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne,STNE stoneco ltd
QGEN,qiagen nv,39.84,8984411466,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/qgen,QGEN qiagen nv
HSIC,henry schein ,59.29,8976725551,,1995,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hsic,HSIC henry schein 
OKTA,okta ,79.21,8747843407,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta,OKTA okta 
BLUE,bluebird bio ,158.04,8684484013,,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue,BLUE bluebird bio 
QRVO,qorvo ,69.66,8553451438,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/qrvo,QRVO qorvo 
BPY,brookfield property partners lp,19.83,8467787246,,,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy,BPY brookfield property partners lp
GH,guardant health ,97.98,8409863843,,2018,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/gh,GH guardant health 
IBB,ishares nasdaq biotechnology index fund,114.2,8376570000,,,,,https://www.nasdaq.com/symbol/ibb,IBB ishares nasdaq biotechnology index fund
ETSY,etsy ,69.89,8356495207,,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy,ETSY etsy 
